trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.01, 'e': 0.024972002042276155}",20,8,20.131205644943158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.01, 'e': 0.024723526470339388}",25,15,19.398836558857255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.01, 'e': 0.02447752327165267}",30,7,39.56777198757541,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.01, 'e': 0.024233967845691113}",25,13,20.792597448774288,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.01, 'e': 0.023992835836709175}",20,10,19.083909217192126,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.01, 'e': 0.023754103131304997}",30,16,28.896856935625948,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.01, 'e': 0.023517745856009107}",20,15,8.94078273925243,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.01, 'e': 0.023283740374897}",20,10,15.473646237682747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.01, 'e': 0.02305206328722557}",20,11,18.72498657154052,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.01, 'e': 0.02282269142509297}",20,10,13.739450735004853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.01, 'e': 0.022595601851121864}",25,11,22.478592447563003,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.01, 'e': 0.02237077185616559}",25,15,16.3659178253571,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.01, 'e': 0.022148178957037315}",20,12,11.939033259692618,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.01, 'e': 0.02192780089426161}",20,14,10.5954304099509,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.01, 'e': 0.02170961562984857}",25,16,16.41536835755931,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.01, 'e': 0.021493601345089923}",30,15,29.34172296182871,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.01, 'e': 0.02127973643837717}",20,14,10.439977726921109,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.01, 'e': 0.021067999523041434}",30,13,31.295848845413367,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.01, 'e': 0.020858369425214716}",25,4,33.26970673781754,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.01, 'e': 0.020650825181712566}",20,16,8.90645094144969,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.01, 'e': 0.020445346037937653}",30,1,37.82547601941767,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.01, 'e': 0.02024191144580439}",20,16,5.048360923793799,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.01, 'e': 0.020040501061684014}",25,0,38.816587399418495,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.01, 'e': 0.019841094744370288}",20,13,11.18831875268419,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.01, 'e': 0.019643672553065292}",25,19,11.624187888410585,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.01, 'e': 0.01944821474538539}",20,10,20.57221302665888,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.01, 'e': 0.01925470177538692}",20,6,26.743925447435707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.01, 'e': 0.019063114291611637}",20,16,9.241053022332286,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.01, 'e': 0.018873433135151486}",25,0,37.47893571447484,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.01, 'e': 0.018685639337732773}",25,3,38.256971696700305,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.01, 'e': 0.018499714119819242}",25,15,19.13446401972186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.01, 'e': 0.01831563888873418}",30,23,13.109745129642189,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.01, 'e': 0.018133395236801075}",30,23,-0.026878254819021397,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.01, 'e': 0.01795296493950285}",25,15,19.03307229642655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.01, 'e': 0.01777432995365944}",25,11,27.351728085280914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.01, 'e': 0.017597472415623393}",25,3,43.7941593998584,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.01, 'e': 0.017422374639493515}",20,12,18.35135896588634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.01, 'e': 0.017249019115346265}",30,15,28.242408606331615,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.01, 'e': 0.017077388507484793}",20,13,17.523814285901917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.01, 'e': 0.01690746565270528}",25,5,33.07875992865547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.01, 'e': 0.016739233558580632}",30,0,49.55184947844339,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
411,False,"{'a': 0.01, 'e': 0.016572675401761255}",25,7,30.786797750113926,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.01, 'e': 0.016407774526292645}",35,19,34.18942834308714,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.01, 'e': 0.01624451444194987}",20,9,22.592481338795633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.01, 'e': 0.016082878822588433}",20,8,24.771016429092647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.01, 'e': 0.015922851504511698}",20,9,22.81725887046944,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.01, 'e': 0.015764416484854486}",20,6,12.876819938212334,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.01, 'e': 0.01560755791998283}",30,15,27.999439196406264,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.01, 'e': 0.015452260123909515}",25,7,28.528824771534847,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.01, 'e': 0.015298507566725518}",25,12,20.39356689895694,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.01, 'e': 0.01514628487304698}",20,11,3.3529112920598,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.01, 'e': 0.014995576820477703}",20,0,29.519963462166654,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.01, 'e': 0.014846368338086832}",20,6,24.135655112898007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.01, 'e': 0.014698644504901784}",20,8,23.923897977369013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.01, 'e': 0.014552390548416123}",20,9,-21.32644417563473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
425,False,"{'a': 0.01, 'e': 0.01440759184311235}",20,13,12.707756053228547,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.01, 'e': 0.014264233908999256}",30,14,30.565703389527293,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.01, 'e': 0.014122302410163962}",20,0,31.984838991662897,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
428,False,"{'a': 0.01, 'e': 0.013981783153338296}",25,15,15.100186562617079,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.01, 'e': 0.013842662086479501}",30,21,18.06230340229008,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.01, 'e': 0.013704925297364945}",20,4,24.343971441765458,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.01, 'e': 0.013568559012200934}",30,14,31.66112870608948,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.01, 'e': 0.013433549594245302}",25,11,24.504329059958977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.01, 'e': 0.013299883542443767}",20,3,22.005324609857862,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.01, 'e': 0.013167547490079751}",25,13,22.74356030729599,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.01, 'e': 0.013036528203437736}",20,0,32.734014522442244,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.01, 'e': 0.012906812580479862}",25,6,32.73244090209782,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.01, 'e': 0.01277838764953576}",20,6,23.553256765066013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.01, 'e': 0.012651240568005305}",35,17,34.75321355223799,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.01, 'e': 0.012525358621074385}",20,13,14.253746023422734,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.01, 'e': 0.012400729220443406}",20,6,22.34898107891287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.01, 'e': 0.012277339903068436}",25,10,33.63609156018173,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.01, 'e': 0.012155178329914935}",20,0,35.017063924508896,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.01, 'e': 0.012034232284723775}",20,8,19.923510698600822,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.01, 'e': 0.011914489672789647}",20,6,17.72720910195183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.01, 'e': 0.011795938519751562}",20,8,23.257676239398258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.01, 'e': 0.011678566970395442}",20,7,21.81709415031903,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.01, 'e': 0.011562363287468536}",25,0,39.74662112545204,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
448,False,"{'a': 0.01, 'e': 0.01144731585050571}",30,12,31.65061864795017,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.01, 'e': 0.011333413154667387}",25,18,13.358678236764883,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.01, 'e': 0.011220643809589084}",20,0,19.919008027083727,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
451,False,"{'a': 0.01, 'e': 0.011108996538242306}",20,11,17.49805636995123,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.01, 'e': 0.010998460175806881}",20,12,13.181494236017668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.01, 'e': 0.01088902366855444}",20,13,11.870140803267567,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.01, 'e': 0.010780676072743084}",20,15,8.08990396378301,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.01, 'e': 0.010673406553522925}",20,0,28.162918110722888,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
456,False,"{'a': 0.01, 'e': 0.010567204383852655}",35,0,55.03815316132965,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.01, 'e': 0.010462058943426795}",30,16,26.267248005366085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.01, 'e': 0.010357959717613696}",20,12,15.173045383622771,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.01, 'e': 0.010254896296404022}",20,0,30.53480051336983,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
460,False,"{'a': 0.01, 'e': 0.010152858373369763}",25,9,15.19420746702114,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.01, 'e': 0.010051835744633576}",25,3,44.30147085579055,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.01, 'e': 0.00995181830784842}",35,19,29.687034500241126,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,13,15.85307183730242,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,19,14.268234407135694,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,14,17.5960747955198,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,6,23.775864051726693,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,11,20.276965990974425,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",35,25,19.30659868103644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,14,22.19928945036816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,12,17.31530912458833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,18,15.339158973843736,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,15,15.800741584375602,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
